Species,Owner,Country,Company,Altitude,Region,Producer,Partner,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,1600 - 1950 msnm,la plata,LA PLATA,AlmacafÃ©,7.67,7.67,7.58,7.5,7.67,7.42,m,1600,1950,1775
Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd,1400-1900,eastern,Sipi organic coffee project,Uganda Coffee Development Authority,8,7.5,7.5,7.58,7.33,7.42,m,1400,1900,1650
Arabica,royal base corporation,Vietnam,royal base corporation,1040m,don duong,"Apollo Co., Ltd.",Specialty Coffee Association,7.67,7.33,7.17,7.58,8.08,7.42,m,1040,1040,1040
Arabica,veronica lopez castillejos,Mexico,union de ejidos san fernando de ri,1400 m,la cumbre,WERCLEIN HERNANDEZ SERRANO ID.-1506728641,AMECAFE,8,7.92,7.67,7.17,7.67,7.42,m,1400,1400,1400
Arabica,ipanema coffees,Brazil,ipanema coffees,905,south of minas,Ipanema Agricola,Brazil Specialty Coffee Association,7.67,7.58,7.58,7.5,7.5,7.42,m,905,905,905
Arabica,"sunvirtue co., ltd.",Vietnam,"sunvirtue co., ltd.",1040,vietnam tutra,"Yeh, Li Chuan",Specialty Coffee Association,7.25,7.58,7.5,7.42,7.75,7.42,m,1040,1040,1040
Arabica,alfredo bojalil,Mexico,ecomtrading,1250,veracruz,OLIVIA HERNANDEZ VIRUES,AMECAFE,7.67,7.58,7.42,7.75,7.42,7.42,m,1250,1250,1250
Arabica,juan luis alvarado romero,Guatemala,mercon guatemala s.a.,1800,santa rosa,PABLO ARTURO CHUY FLORES,Asociacion Nacional Del CafÃ©,7.58,7.67,7.5,7.58,7.5,7.42,m,1800,1800,1800
Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,AlmacafÃ©,7.67,7.58,7.58,7.58,7.5,7.42,m,1600,1950,1775
Arabica,kona pacific farmers cooperative,United States of America,,,kona,,Specialty Coffee Association,7.75,7.67,7.5,7.83,7.17,7.42,ft,NA,NA,NA
Arabica,ipanema coffees,Brazil,ipanema coffees,934,south of minas,Ipanema Agricola,Brazil Specialty Coffee Association,7.5,7.58,7.5,7.67,7.5,7.42,m,934,934,934
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1800 msnm,huila,,AlmacafÃ©,7.75,7.58,7.67,7.25,7.58,7.42,m,1800,1800,1800
Arabica,grupo cafetalero los brujos spr de rl,Mexico,grupo cafetalero los brujos,950,mahuixtlan,MARIA DE LOURDES ANCIRA ELIZONDO,AMECAFE,7.5,7.58,7.58,7.58,7.42,7.42,m,950,950,950
Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd,1400-1900,eastern,Sipi organic coffee project,Uganda Coffee Development Authority,7.83,7.5,7.42,7.58,7.42,7.42,m,1400,1900,1650
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.58,7.5,7.42,7.58,7.67,7.42,m,1750,1750,1750
Arabica,doi tung development project,Thailand,doi tung development project,800++,thailand,Doi Tung Development Project,Specialty Coffee Association,7.5,7.83,7.5,7.75,7.33,7.42,m,800,800,800
Arabica,saul m. hernandez ramirez,Mexico,,1679,san bartolo tutotepec,"VELASCO SAN AGUSTIN, NAZARIO",AMECAFE,7.5,7.58,7.5,7.5,7.42,7.42,m,1679,1679,1679
Arabica,enrique eduardo lopez aguilar,Mexico,finca santa cruz,1650,la concordia,SUSANA LETICIA LOPEZ AGUILAR,AMECAFE,7.92,7.5,7.33,7.58,7.25,7.42,m,1650,1650,1650
Arabica,yunnan coffee exchange,China,yunnan coffee exchange,1600,yunnan,Menglian Gao Sanlin Coffee Factory,Yunnan Coffee Exchange,7.67,7.42,7.42,7.5,7.42,7.42,m,1600,1600,1600
Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,campos altos - cerrado,,Brazil Specialty Coffee Association,7.42,7.5,7.33,7.5,7.25,7.42,m,NA,NA,NA
Arabica,gladness obed pallangyo,United Republic of Tanzania,tawoca,2285,arusha meru,GLADNESS OBED PALLANGYO,Africa Fine Coffee Association,7.67,7.25,7.42,7.42,7.67,7.42,m,2285,2285,2285
Arabica,ipanema coffees,Brazil,ipanema coffees,1,south of minas,Ipanema AgrÃ­cola SA,Brazil Specialty Coffee Association,7.17,7.83,7.33,7.5,7.75,7.42,m,1,1,1
Arabica,nucoffee,Brazil,nucoffee,1000m,south of minas,Betina Vilela Reis,NUCOFFEE,7.58,7.67,7.33,7.5,7.5,7.42,m,1000,1000,1000
Arabica,nucoffee,Brazil,nucoffee,,south of minas,Glycia Maria,NUCOFFEE,7.75,7.5,7.42,7.42,7.5,7.42,m,NA,NA,NA
Arabica,bismarck castro,Honduras,cigrah s.a de c.v,1396,comayagua,Reinerio Zepeda,Instituto HondureÃ±o del CafÃ©,7.5,7.58,7.33,7.5,7.42,7.42,m,1396,1396,1396
Arabica,yunnan coffee exchange,China,yunnan coffee exchange,1580,xishuangbanna prefecture,Yun Lan Coffee Co. Ltd,Yunnan Coffee Exchange,7.5,7.58,7.42,7.5,7.42,7.42,m,1580,1580,1580
Arabica,alfredo bojalil,Mexico,ecomtrading,1300,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,AMECAFE,7.67,7.5,7.42,7.5,7.42,7.42,m,1300,1300,1300
Arabica,nucoffee,Brazil,nucoffee,1100m,grama valley,JosÃ© Malagutti,NUCOFFEE,7.58,7.5,7.42,7.5,7.5,7.42,m,1100,1100,1100
Arabica,carcafe ltda ci,Colombia,carcafe ltda,442 msnm,huila,JAIME PULIDO / ERMILSON RAMOS,AlmacafÃ©,7.83,7.58,7.33,7.25,7.58,7.42,m,442,442,442
Arabica,juan luis alvarado romero,Guatemala,mercon guatemala s.a.,1450,nuevo oriente,PABLO CHUY,Asociacion Nacional Del CafÃ©,7.67,7.5,7.25,7.67,7.42,7.42,m,1450,1450,1450
Arabica,ipanema coffees,Brazil,ipanema coffees,1,south of minas,Ipanema AgrÃ­cola SA,Brazil Specialty Coffee Association,7.42,7.67,7.5,7.08,7.5,7.42,m,1,1,1
Arabica,cadexsa,Honduras,cadexsa,1350,marcala,Omar Acosta,Instituto HondureÃ±o del CafÃ©,7.58,7.5,7.42,7.58,7.42,7.42,m,1350,1350,1350
Arabica,jesus carlos cardenas valdivia,Mexico,,1338,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,AMECAFE,7.58,7.58,7.42,7.42,7.42,7.42,m,1338,1338,1338
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.33,7.42,7.5,7.67,7.5,7.42,ft,NA,NA,NA
Arabica,saul m. hernandez ramirez,Mexico,,533,"calnali, hidalgo",FELIX DE LA CRUZ CASIMIRO,AMECAFE,7.58,7.58,7.5,7.17,7.42,7.42,m,533,533,533
Arabica,manuel herrera juarez,Mexico,finca los barreales,1170,veracruz,MANUEL HERRERA JUAREZ,AMECAFE,7.5,7.58,7.42,7.67,7.33,7.42,m,1170,1170,1170
Arabica,guillermo rojas saldana,Mexico,,1250,juquila,GUILLERMO ROJAS SALDAÃ‘A,AMECAFE,7.67,7.58,7.33,7.5,7.42,7.42,m,1250,1250,1250
Arabica,"bencafe, s. a.",Nicaragua,"beneficiadora norteÃ±a de cafe, s. a. (bencafe)",1000,jinotega,MARCIO ALBERTO RIVERA CASTELLON,Instituto HondureÃ±o del CafÃ©,7.5,7.5,7.33,7.42,7.5,7.42,m,1000,1000,1000
Arabica,langiro farm group,United Republic of Tanzania,tawoca,1500-1800,ruvuma,Langiro farm group,Africa Fine Coffee Association,7.58,7.42,7.42,7.33,7.5,7.42,m,1500,1800,1650
Arabica,cadexsa,Honduras,cadexsa,1350,marcala,Omar Acosta,Instituto HondureÃ±o del CafÃ©,7.67,7.5,7.25,7.42,7.58,7.42,m,1350,1350,1350
Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,cerrado,,Brazil Specialty Coffee Association,7.58,7.5,7.42,7.25,7.5,7.42,m,NA,NA,NA
Arabica,tembo coffee company ltd,United Republic of Tanzania,tembo coffee company ltd,1700,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,Africa Fine Coffee Association,7.75,7.42,7.42,7.58,7.33,7.42,m,1700,1700,1700
Arabica,lusso lab,Mexico,lusso coffee lab,1200-1600m,"la concordia, chiapas",Union Ramal Santa Cruz,Specialty Coffee Association,7.5,7.5,7.33,7.42,7.5,7.42,m,1200,1600,1400
Arabica,sanjava coffee,Indonesia,pt. shriya artha nusantara,1300,aceh gayo,Various Farms,Specialty Coffee Association of Indonesia,7.5,7.5,7.42,7.42,7.5,7.42,m,1300,1300,1300
Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,Specialty Coffee Association of Costa Rica,7.75,7.42,7.42,7.25,7.17,7.42,m,1200,1400,1300
Arabica,cafe politico,Colombia,cafe politico,,nan,,Specialty Coffee Association,7.5,7.42,7.42,7.42,7.67,7.42,m,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.25,7.58,7.58,7.25,7.5,7.42,ft,NA,NA,NA
Arabica,"el equimite, cafetal biodinÃ¡mico",Mexico,,1300,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,AMECAFE,7.42,7.58,7.5,7.33,7.42,7.42,m,1300,1300,1300
Arabica,sergio de la vequia bernardi,Mexico,,1250,veracruz,RAMIRO DE LA VEQUIA BERNARDI,AMECAFE,7.58,7.42,7.25,7.75,7.33,7.42,m,1250,1250,1250
Arabica,bismarck castro,Honduras,cigrah s.a de c.v,1600,el paraÃ­so,Santos Fonseca,Instituto HondureÃ±o del CafÃ©,7.5,7.5,7.17,7.5,7.5,7.42,m,1600,1600,1600
Arabica,ipanema coffees,Brazil,ipanema coffees,944,south of minas,Ipanema Agricola,Brazil Specialty Coffee Association,7.5,7.33,7.42,7.5,7.33,7.42,m,944,944,944
Arabica,didas,United Republic of Tanzania,tawoca,1500-1800,kilimanjaro,Mr & Mrs Didas Mallya,Africa Fine Coffee Association,7.67,7.33,7.33,7.42,7.42,7.42,m,1500,1800,1650
Arabica,finca estate,United Republic of Tanzania,finca estate,1300- 1400,meru,Finca Estate,Africa Fine Coffee Association,7.42,7.42,7.33,7.58,7.33,7.42,m,1300,1400,1350
Arabica,doi tung development project,Thailand,doi tung development project,800++,thailand,Doi Tung Development Project,Specialty Coffee Association,7.58,7.5,7.42,7.42,7.33,7.42,m,800,800,800
Arabica,owen carver,Brazil,cafÃ© do paraÃ­so,894m - 1183m,"minas gerais, br",CafÃ© do ParaÃ­so,Specialty Coffee Association,7.33,7.67,7.42,7.17,7.33,7.42,m,894,1183,1038.5
Arabica,jorge octavio escamilla prado,Mexico,,940,coscomatepec,JORGE OCTAVIO ESCAMILLA PRADO,AMECAFE,7.67,7.33,7.25,7.5,7.42,7.42,m,940,940,940
Arabica,nucoffee,Brazil,nucoffee,1050m,cerrado,JosÃ© Hiroiti,NUCOFFEE,7.42,7.5,7.25,7.5,7.5,7.42,m,1050,1050,1050
Arabica,nucoffee,Brazil,nucoffee,950m,south of minas,Maria da Gloria Junqueira,NUCOFFEE,7.58,7.5,7.17,7.5,7.5,7.42,m,950,950,950
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000,santa rosa,OTTO BECKER,Asociacion Nacional Del CafÃ©,7.5,7.5,7.25,7.42,7.42,7.42,ft,1219.2,1219.2,1219.2
Arabica,lusso lab,Zambia,lusso coffee lab,1000-1500m,mubuyu estate,,Specialty Coffee Association,7.67,7.08,7.42,7.33,7.75,7.42,m,1000,1500,1250
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",518,oriente,JESUS RAMIREZ,Asociacion Nacional Del CafÃ©,7.42,7.5,7.25,7.5,7.33,7.42,ft,157.8864,157.8864,157.8864
Arabica,troy quimby,Costa Rica,bold coast coffee,1900,tarrazu,Manuel Montero,Specialty Coffee Association,7.25,7.33,7.5,7.33,7.67,7.42,m,1900,1900,1900
Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,Specialty Coffee Association of Costa Rica,7.67,7.5,7.5,7.25,7.08,7.42,m,1200,1400,1300
Arabica,essencecoffee,Indonesia,essence coffee,1300m,lington nihuta,,Blossom Valley International,7.42,7.42,7.42,7.33,7.42,7.42,m,1300,1300,1300
Arabica,afca,Malawi,mzuzu coffee planters coop union,1556m,kakoma,Mzuzu Coffee Coop Union,Africa Fine Coffee Association,7.58,7.42,7.33,7.33,7.33,7.42,m,1556,1556,1556
Arabica,kurt kappeli,Mexico,globus coffee,1550 meters,"siltepec el triunfo, chiapas, mexico",various small producers,Specialty Coffee Association,7.42,7.42,7.25,7.5,7.33,7.42,m,1550,1550,1550
Arabica,sergio landa alarcon,Mexico,,1250,tepictla,SERGIO LANDA ALARCON,AMECAFE,7.42,7.5,7.17,7.67,7.33,7.42,m,1250,1250,1250
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,Asociacion Nacional Del CafÃ©,7.42,7.42,7.08,7.42,7.33,7.42,m,1700,1700,1700
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000,santa rosa,JESUS RAMIREZ,Asociacion Nacional Del CafÃ©,7.42,7.33,7.17,7.67,7.33,7.42,ft,1219.2,1219.2,1219.2
Arabica,dae ltd company,United Republic of Tanzania,dae ltd company,1200-1800m,mbinga,DAE Ltd,Africa Fine Coffee Association,7.42,7.33,7.25,7.42,7.5,7.42,m,1200,1800,1500
Arabica,ipanema coffees,Brazil,ipanema coffees,1260,south of minas,Ipanema AgrÃ­cola SA,Specialty Coffee Association,7.25,7.42,7.25,7.5,7.5,7.42,m,1260,1260,1260
Arabica,chris finch,Indonesia,volcafe specialty coffee,,bener meriah,,Specialty Coffee Association,7.17,7.42,7.33,7.42,7.33,7.42,m,NA,NA,NA
Arabica,christina dusing,Mexico,,1200,veracruz,CESAR SANTIZ LOPEZ,AMECAFE,7.5,7.42,7.33,7.42,7.42,7.42,m,1200,1200,1200
Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,AMECAFE,7.67,7.5,7.42,7.5,6.75,7.42,m,1400,1400,1400
Arabica,enrique eduardo lopez aguilar,Mexico,finca santa cruz,1650,la concordia,ENRIQUE EDUARDO LOPEZ AGUILAR,AMECAFE,7.67,7.58,7.42,7.58,7.58,7.42,m,1650,1650,1650
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000,santa rosa,OTTO BECKER,Asociacion Nacional Del CafÃ©,7.67,7.58,7.17,7.42,7.33,7.42,ft,1219.2,1219.2,1219.2
Arabica,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,4000 psnm,oriente,VARIOS,Asociacion Nacional Del CafÃ©,7.5,7.42,7.17,7.58,7.25,7.42,ft,1219.2,1219.2,1219.2
Arabica,jose luis munoz guerrero,Mexico,,1000,manzanillo,MANUEL DUARTE MUNGUIA,AMECAFE,7.33,7.5,7.33,7.33,7.33,7.42,m,1000,1000,1000
Arabica,tomas edelmann blass,Mexico,,1250,tapachula,TOMAS EDELMANN BLASS,AMECAFE,7.42,7.42,7.33,7.17,7.25,7.42,m,1250,1250,1250
Arabica,cafebras,Brazil,cafebras comercio de cafÃ©s do brasil sa,1100,cerrado,INACIO URBAN,Brazil Specialty Coffee Association,7.33,7.5,7.5,7.33,6.83,7.42,m,1100,1100,1100
Arabica,cadexsa,Honduras,cadexsa,1400 msnm,marcala,Jose Omar Acosta,Instituto HondureÃ±o del CafÃ©,7.5,7.33,7.17,7.25,7.5,7.42,m,1400,1400,1400
Arabica,afca,Malawi,mzuzu coffee planters coop union,1422,mzuzu,Mzuzu Coffee Coop Union,Africa Fine Coffee Association,7.58,7.17,7.33,7.42,7.08,7.42,m,1422,1422,1422
Arabica,juan luis alvarado romero,Guatemala,cafcom,1550 mts.,"san lucas toliman, solola","PACHUJ, S. A.",Asociacion Nacional Del CafÃ©,7.42,7.5,7.17,7.42,7.42,7.42,m,1550,1550,1550
Arabica,kurt kappeli,Mexico,globus coffee,1550 meter,siltepec el triunfo,various small producers,Specialty Coffee Association,7.67,7.33,7.25,7.17,7.25,7.42,m,1550,1550,1550
Arabica,dane loraas,Peru,sustainable harvest,,puno,,Specialty Coffee Association,7.42,7.42,7.17,7.33,7.42,7.42,m,NA,NA,NA
Arabica,saul m. hernandez ramirez,Mexico,,763,"huazalingo, hidalgo","MARTINEZ BAUTISTA, NICOLAS",AMECAFE,7.42,7.33,7.25,7.17,7.25,7.42,m,763,763,763
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,huila,La Plata,AlmacafÃ©,7.5,7.33,7.33,7.17,7.33,7.42,m,NA,NA,NA
Arabica,cafebras,Brazil,cafebras comercio de cafÃ©s do brasil sa,1100,cerrado,NELSON AZEVEDO FRANÃ‡A,Brazil Specialty Coffee Association,7.25,7.33,7.33,7.33,7.33,7.42,m,1100,1100,1100
Arabica,shangrilla estate ltd,United Republic of Tanzania,shangrilla estate ltd,1700,karatu ngorogoro,Shangrilla Estate,Africa Fine Coffee Association,7.33,7.17,7.17,7.5,7.25,7.42,m,1700,1700,1700
Arabica,alfredo bojalil,Mexico,ecomtrading,1500,motozintla,FRANCISCO J. CONTRERAS MARTINEZ DE ESCOBAR,AMECAFE,7.42,7.42,7.33,7.33,7.5,7.42,m,1500,1500,1500
Arabica,koju matsuzawa,Thailand,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",Specialty Coffee Institute of Asia,6.83,7.42,7.42,7.17,7.5,7.42,m,1400,1500,1450
Arabica,the coffee source inc.,Guatemala,the coffee source inc.,1450,oriente,Finca Quequesquez,Specialty Coffee Association,7.42,7.25,7.33,7.25,7.25,7.42,m,1450,1450,1450
Arabica,diego manuel woolrich ramirez,Mexico,,1300,santo reyes nopala,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",AMECAFE,7.33,7.25,7.33,7.42,7.25,7.42,m,1300,1300,1300
Arabica,kyagalanyi ltd,Uganda,kyagalanyi coffee ltd,1700,eastern,Kyagalanyi coffee Ltd,Uganda Coffee Development Authority,7.33,6.92,7.17,7.33,7.42,7.42,m,1700,1700,1700
Arabica,chris finch,Nicaragua,volcafe specialty coffee,between 700 and 1400 meters,matagalpa,,Specialty Coffee Association,7.33,7.08,7.25,7,7.5,7.42,m,700,1400,1050
Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cafe don balbino s.c. de r.l. de c.v.,1200,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,AMECAFE,7.25,7.17,7.17,7.25,7.17,7.42,m,1200,1200,1200
Arabica,racafe & cia s.c.a,Colombia,,,nan,,AlmacafÃ©,7.17,7.25,7.08,7.42,7.08,7.42,m,NA,NA,NA
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.42,7.33,7.33,7.58,7.58,7.42,ft,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1901.64,oriente,"AGRICOLA EL PILAR, S.A.",Asociacion Nacional Del CafÃ©,7.5,7.42,7.25,7.58,7.33,7.42,m,190164,190164,190164
Arabica,dane loraas,Peru,sustainable harvest,,huanuco,,Specialty Coffee Association,7,7.08,7,7.25,7.5,7.42,m,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000 p.s.n.m.,oriente,AMILCAR LAPOLA,Asociacion Nacional Del CafÃ©,7.08,7.33,7.25,7.58,7.33,7.42,ft,1219.2,1219.2,1219.2
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000,santa rosa,OTTO BECKER,Asociacion Nacional Del CafÃ©,7.33,7.42,7.33,7.42,7.5,7.42,ft,1219.2,1219.2,1219.2
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.5,6.92,6.92,7.25,7.58,7.42,ft,NA,NA,NA
Arabica,pablo cervantes morelos        ,Mexico,asociaciÃ³n agricola local de productores de cafÃ© de huautla de jimenez        ,1300,"xochitonalco, huautla        ",PABLO CERVANTES MORELOS        ,AMECAFE,7.25,7.25,7,7.5,7.33,7.42,m,1300,1300,1300
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.5,7.5,7.33,7.58,7.5,7.42,ft,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.58,7.67,7.58,7.67,7.42,7.42,ft,NA,NA,NA
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,Kona Pacific Farmers Cooperative,Specialty Coffee Association,7.08,6.92,6.83,6.67,7.58,7.42,ft,NA,NA,NA
Arabica,joshua marsceau,India,olam japan,,chickmangalore,Aspinwall & CO. LTD,Specialty Coffee Association,7.67,7.33,7.17,6.67,7.17,7.42,m,NA,NA,NA
Arabica,ipanema coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,Brazil Specialty Coffee Association,7.5,7.75,7.58,7.5,7.58,7.5,m,890,890,890
Arabica,cafes tomari sa de cv,Mexico,cafes tomari sa de cv,1300,veracruz,CAFES TOMARI SA DE CV,Centro AgroecolÃ³gico del CafÃ© A.C.,7.83,7.83,7.58,7.92,7.42,7.5,m,1300,1300,1300
Arabica,ipanema coffees,Brazil,ipanema coffees,1260,south of minas,Ipanema Coffees,Specialty Coffee Association,7.92,7.5,7.33,7.67,8.17,7.5,m,1260,1260,1260
Arabica,filemon mendoza campos,Mexico,,1218,petatlan,FILEMON MENDOZA CAMPOS,AMECAFE,7.67,8,7.67,7.42,7.67,7.5,m,1218,1218,1218
Arabica,ethiopia commodity exchange,Ethiopia,,,sidamo,Contact name | ATO Teshome Belamo,Ethiopia Commodity Exchange,7.58,7.83,7.58,8,7.83,7.5,m,NA,NA,NA
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,huila,La Plata,AlmacafÃ©,7.92,7.75,7.5,7.67,7.75,7.5,m,NA,NA,NA
Arabica,nile highland arabica coffee farmers,Uganda,nile highlands arabica coffee farmers,1400,west nile,Nile Highland Arabica Coffee Farmers,Uganda Coffee Development Authority,8,7.92,7.58,7.75,7.33,7.5,m,1400,1400,1400
Arabica,kona pacific farmers cooperative,United States of America,,,kona,,Specialty Coffee Association,7.83,7.67,7.75,7.67,7.58,7.5,ft,NA,NA,NA
Arabica,ipanema coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,Brazil Specialty Coffee Association,7.67,7.83,7.5,7.67,7.67,7.5,m,890,890,890
Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1350,west valley,,Specialty Coffee Association of Costa Rica,7.33,7.67,7.67,7.5,7.67,7.5,m,1350,1350,1350
Arabica,carcafe ltda ci,Colombia,carcafe ltda,1799,cundinamarca,Orlando Moreno / Willson Sanchez,AlmacafÃ©,7.75,7.58,7.58,7.75,7.75,7.5,m,1799,1799,1799
Arabica,miguel cortes moreno,Mexico,estrategias constructivas corzu s.a. de c.v.,940,nan,ARMANDO GUTIERREZ GUZMAN,AMECAFE,7.67,7.75,7.67,7.75,7.58,7.5,m,940,940,940
Arabica,gabriel bernardo rivas ross,Mexico,,1400,totutla,GABRIEL BERNARD RIVAS ROSS,AMECAFE,7.75,7.67,7.67,7.75,7.33,7.5,m,1400,1400,1400
Arabica,juan luis alvarado romero,Guatemala,kanematsu corporation / rnp santo tomas pachuj,5000,atitlan,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,Asociacion Nacional Del CafÃ©,7.83,7.5,7.5,8,7.67,7.5,ft,1524,1524,1524
Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISIÃ“N, S.A.",Asociacion Nacional Del CafÃ©,7.67,7.75,7.5,7.83,7.58,7.5,m,1500,1500,1500
Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cafe de don balbino s.c. de r.l. de c.v.,1600,sierra madre occidental,BALBINO RAMIREZ FLORES,Centro AgroecolÃ³gico del CafÃ© A.C.,7.67,7.83,7.42,7.83,7.33,7.5,m,1600,1600,1600
Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISIÃ“N, S.A.",Asociacion Nacional Del CafÃ©,7.5,7.67,7.58,7.67,7.67,7.5,m,1500,1500,1500
Arabica,modesto landeros flores,Mexico,,1000,fortÃ­n de las flores,MODESTO LANDEROS FLORES,AMECAFE,7.75,7.75,7.42,7.92,7.33,7.5,m,1000,1000,1000
Arabica,exportadora de cafe condor s.a,Colombia,,1880 msnm,cauca,,AlmacafÃ©,8,7.67,7.67,7.25,7.67,7.5,m,1880,1880,1880
Arabica,andrea bernal,Peru,prodlesur sa,,nan,,Central De Organizaciones Productoras De CafÃ© y Cacao Del PerÃº - Central CafÃ© & Cacao,7.92,7.5,7.5,7.58,7.67,7.5,m,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",1500,antigua,FINCA MEDINA,Asociacion Nacional Del CafÃ©,7.67,7.75,7.42,7.75,7.58,7.5,m,1500,1500,1500
Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",1500msnm,antigua,FINCA MEDINA,Asociacion Nacional Del CafÃ©,7.5,7.75,7.5,7.83,7.58,7.5,m,1500,1500,1500
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1400-1900 psn,oriente,PAPATURRO,Asociacion Nacional Del CafÃ©,7.92,7.67,7.42,7.75,7.5,7.5,m,1400,1900,1650
Arabica,alfredo bojalil,Mexico,ecomtrading,1380,la concordia,OCTAVIO MOGUEL FARRERA,AMECAFE,7.5,7.75,7.58,7.58,7.67,7.5,m,1380,1380,1380
Arabica,nucoffee,Brazil,nucoffee,950m,mogiana,Maria Aparecida Ferreira Azevedo,NUCOFFEE,7.92,7.58,7.5,7.58,7.42,7.5,m,950,950,950
Arabica,nucoffee,Brazil,nucoffee,1000m,south of minas,Andrea GalvÃ£o Noqueira,NUCOFFEE,7.75,7.5,7.58,7.5,7.75,7.5,m,1000,1000,1000
